,movie,location,year,year_group,latitude,longitude
1474,Rosemary's Baby (1968),"810 5th Avenue and East 62nd Street, Manhattan.",1968,1960s,40.7661522,-73.97165
1475,Rosemary's Baby (1968),"5th Avenue and East 62nd Street, Manhattan.",1968,1960s,40.7661522,-73.97165
1476,Rosemary's Baby (1968),650 Park Avenue (btw East 66th and 67th Streets) Manhattan.,1968,1960s,40.7665612,-73.9629317
1477,Roseland (1977),"Roseland Ballroom, 239 West 52nd Street and Broadway, Manhattan.",1977,1970s,40.759011,-73.9844722
1478,The Rose (1979),"The Plaza Hotel, 750 5th Avenue and Central Park South, Manhattan.",1979,1970s,40.7828647,-73.9653551
1479,Romeo Is Bleeding (1993),"Wonder Wheel, Coney Island, New York.",1993,1990s,40.5749261,-73.9859414
1480,Romeo Is Bleeding (1993),"26 New Dock St, Brooklyn.",1993,1990s,40.7037973,-73.9933534
1481,Romeo Is Bleeding (1993),"Surrogates Court, 31 Chambers Street and Centre Street, Manhattan.",1993,1990s,40.7163828,-74.0012118
1482,Romantic Comedy (1983),"Jason's Apartment, 12 Sutton Square and Sutton Place, Manhattan.",1983,1980s,40.7576281,-73.961698
1483,Romantic Comedy (1983),"Beacon Theatre, 2124 Broadway and West 74th Street, Manhattan.",1983,1980s,40.7775456,-73.9750068
1484,Romantic Comedy (1983),"Ethel Barrymore Theatre, 243 West 47th Street and Broadway, Manhattan.",1983,1980s,40.759011,-73.9844722
1485,Romantic Comedy (1983),"Bethesda Terrace, (Mid-Park at 72nd Street) Central Park, Manhattan.",1983,1980s,40.7787287,-73.9819095
1486,Romantic Comedy (1983),"Sutton Square and Sutton Place, Manhattan.",1983,1980s,40.7580204,-73.9601669
1487,Romancing the Stone (1984),"Joan Wilder's Apartment, 530 West End Avenue and West 86th Street, Manhattan.",1984,1980s,40.7876872,-73.9750135
1488,Romance & Cigarettes (2005),"Queensboro Bridge, East 59th Street (btw Manhattan and Queens) New York.",2005,2000s,40.7282239,-73.7948516
1489,Rollover (1981),"Broadway and Beaver Street, Manhattan.",1981,1980s,40.7050362,-74.0133253
1490,Rollover (1981),"World Trade Center, Financial, Manhattan.",1981,1980s,40.7134088,-74.011926
1491,Roger Dodger (2002),"Playground, East 56th Street and Sutton Place, Manhattan.",2002,2000s,40.7576281,-73.961698
1492,Rooftops (1989),"Subway, West Houston Street and Crosby Street, Manhattan.",1989,1980s,40.7226717,-73.9979707
1493,Rooftops (1989),West Houston Street (btw Mercer Street and Broadway) Manhattan.,1989,1980s,40.759011,-73.9844722
1494,Rooftops (1989),"Lafayette Street and East Houston Street, Manhattan.",1989,1980s,40.7251478,-73.9952695
1495,Rooftops (1989),"East 10th Street and Avenue B, Manhattan.",1989,1980s,40.7268756,-73.9799139
1496,Rocky III (1982),"Madison Square Garden, 4 Pennsylvania Plaza (8th Avenue & 33rd Street) Manhattan.",1982,1980s,40.7487875,-73.9886949
1497,Roadie (2011),"Port Authority Bus Terminal, 625 8th Avenue and West 42nd Street, Manhattan.",2011,2010s,40.758034,-73.9917031
1498,Roadie (1980),"Times Square, Manhattan.",1980,1980s,40.759011,-73.9844722
1499,Roadie (1980),"West 33rd Street and 7th Avenue, Manhattan.",1980,1980s,40.7503293,-73.9911014
1500,Roadie (1980), ,1980,1980s,,
1501,Roadie (1980), ,1980,1980s,,
1502,Righteous Kill (2008),"Baseball Field, Central Park, Manhattan.",2008,2000s,40.7928724,-73.9605042
1503,Righteous Kill (2008),"Criminal Courts Building, 100 Centre Street, Manhattan.",2008,2000s,40.7159516,-74.0008772
1504,Rich and Famous (1981),"Charles Street and West 4th Street, Manhattan.",1981,1980s,40.7348952,-74.0031631
1505,Rich and Famous (1981),"Carnegie Hill Mansion, 2 East 91st Street and 5th Avenue, Manhattan.",1981,1980s,40.774734,-73.9653844
1506,Rich and Famous (1981),"Algonquin Hotel, 59 West 44th Street and 6th Avenue, Manhattan.",1981,1980s,40.7428095,-73.992866
1507,Rich and Famous (1981),5th Avenue (btw East 51st & 52nd Street) Manhattan.,1981,1980s,40.7635447,-73.9851925
1508,Rich and Famous (1981),"Waldorf-Astoria Hotel, 301 Park Avenue (btw East 49th & 50th Street) Manhattan.",1981,1980s,40.7558356,-73.970781
1509,Rich and Famous (1981),"Park Avenue and East 50th Street, Manhattan.",1981,1980s,40.7571383,-73.9738891
1510,The Rewrite (2014),"East 15th Street and 5th Avenue, Manhattan.",2014,2010s,40.7366894,-73.9931526
1511,The Rewrite (2014),"Tocqueville Restaurant, 1 East 15th Street and 5th Avenue, Manhattan.",2014,2010s,40.774734,-73.9653844
1512,Revolutionary Road (2008),"Grand Central Terminal, 89 East 42nd Street and Park Avenue, Manhattan.",2008,2000s,40.7779534,-73.9589565
1513,Revolutionary Road (2008),"Cunard Building, 25 Broadway and Morris Street, Manhattan.",2008,2000s,40.7064443,-74.0151085
1514,Revolutionary Road (2008),"Rutherford Place, East 15th Street (btw 2nd and 3rd Avenues) Manhattan.",2008,2000s,40.7830603,-73.9712488
1515,Revenge of the Green Dragons (2014),"Park Way, Brooklyn Heights Promenade, Brooklyn.",2014,2010s,40.6965319,-73.9977917
1516,Return to Paradise (1998),Park Avenue (bwt East 52nd and 53rd Streets) Manhattan.,1998,1990s,40.7641748,-73.9847444
1517,Return to Paradise (1998),Franklin Street (btw Hudson and Varick Streets) Manhattan.,1998,1990s,40.7239109,-74.0060534
1518,Return to Paradise (1998),"Times Square, Manhattan.",1998,1990s,40.759011,-73.9844722
1519,Return to Paradise (1998),East River Bikeway (btw Manhattan & Brooklyn Bridges) Manhattan.,1998,1990s,40.7830603,-73.9712488
1520,Return to Paradise (1998),5th Avenue (btw East 79th and 80th Streets) Manhattan.,1998,1990s,40.7740246,-73.954563
1521,Return to Paradise (1998),"South 6th Street and Berry Street, Brooklyn.",1998,1990s,40.7109982,-73.9653668
1522,Return to Paradise (1998),"Restaurant, 50 Mott Street and Bayard Street, Manhattan.",1998,1990s,40.7156319,-73.9985027
1523,Return to Paradise (1998),West 42nd Street (btw Broadway and 6th Avenue) Manhattan.,1998,1990s,40.7428095,-73.992866
1524,Return to Paradise (1998),"Beth's Apartment, 995 5th Avenue and East 81st Street, Manhattan.",1998,1990s,40.7746583,-73.954099
1525,Resident Evil: Retribution,"Times Square, Manhattan.",2012,2010s,40.759011,-73.9844722
1526,The Resident (2011),"26 New Dock St, Brooklyn.",2011,2010s,40.7037973,-73.9933534
1527,The Resident (2011),Plymouth Street (btw Adams Street and Pearl Street) Brooklyn.,2011,2010s,42.110268,-84.2951947
1528,The Resident (2011),"Juliet's Apartment, 139 Plymouth Street and Pearl Street, Brooklyn.",2011,2010s,42.110268,-84.2951947
1529,Rent (2005),"Vazac's Horseshoe Bar, 108 East 7th Street and Avenue B, Manhattan.",2005,2000s,40.7256804,-73.9807682
1530,Remember Me (2010),Waverly Place and Washington Square (near NYU) Manhattan.,2010,2010s,40.730328,-73.992629
1531,Remember Me (2010),"Alice in Wonderland, Central Park (East 74th Street) Manhattan.",2010,2010s,40.7701235,-73.9574128
1532,Remember Me (2010),"Tyler's Mother's House, 13 Cranberry Street and Willow Street, Brooklyn.",2010,2010s,42.0748238,-84.138941
1533,Remember Me (2010),"Regis High School, 55 East 84th Street and Park Avenue, Manhattan.",2010,2010s,40.7779534,-73.9589565
1534,Remember Me (2010),"World Trade Center, Financial, Manhattan.",2010,2010s,40.7134088,-74.011926
1535,Remember Me (2010),"Metropolitan Museum of Art, 1000 5th Avenue and East 82nd Street, Manhattan.",2010,2010s,40.7752992,-73.9536403
1536,The Reluctant Fundamentalist (2012),"Townhouse, 991 5th Avenue and East 80th Street, Manhattan.",2012,2010s,40.7740246,-73.954563
1537,The Reluctant Fundamentalist (2012),"Restaurant Francais, 180 Prince Street and Sullivan Street, Manhattan.",2012,2010s,40.7276175,-74.0014373
1538,Reign Over Me (2007),"Angela Oakhurst Office, 1172 Park Avenue and East 93rd Street, Manhattan.",2007,2000s,40.7832635,-73.950735
1539,Reign Over Me (2007),"Webster Hall, 125 East 11th Street and 3rd Avenue, Manhattan.",2007,2000s,40.7684404,-73.9615733
1540,Reign Over Me (2007),"Grand Central Terminal, 89 East 42nd Street and Park Avenue, Manhattan.",2007,2000s,40.7779534,-73.9589565
1541,Reign Over Me (2007),"Cinema Village, 22 East 12th Street and 5th Avenue, Manhattan.",2007,2000s,40.774734,-73.9653844
1542,Regarding Henry (1991),"New York County Supreme Court, 60 Centre Street, Financial, Manhattan.",1991,1990s,40.7830603,-73.9712488
1543,Regarding Henry (1991),"Henry Turner’s Apartment, 1 East 82nd Street and 5th Avenue, Manhattan.",1991,1990s,40.774734,-73.9653844
1544,Regarding Henry (1991),"5th Avenue and East 82nd Street, Manhattan.",1991,1990s,40.7789593,-73.9623038
1545,Regarding Henry (1991),"Phone booth, 8th Avenue and West 45th Street, Manhattan.",1991,1990s,40.7591625,-73.988378
1546,Regarding Henry (1991),"Capri Cinema, 738 8th Avenue (btw West 46th and 47th Street) Manhattan.",1991,1990s,40.760411,-73.9874575
1547,Regarding Henry (1991),"New York Public Library, 5th Avenue (btw 40th and 42nd Street) Manhattan.",1991,1990s,40.7127837,-74.0059413
1548,Regarding Henry (1991),"The Plaza Hotel, 750 5th Avenue and Central Park South, Manhattan.",1991,1990s,40.7828647,-73.9653551
1549,Regarding Henry (1991),"The Ritz-Carlton Hotel, 50 Central Park South and 6th Avenue, Manhattan.",1991,1990s,40.7428095,-73.992866
1550,Reds (1981),"5th Avenue and East 25th Street, Manhattan.",1981,1980s,40.7428112,-73.9886457
1551,Reds (1981),"Washington Square Gardens, Greenwich Village, Manhattan.",1981,1980s,40.7314658,-73.9970956
1552,Red (2010),"Dundas Street West, Toronto, Ontario, Canada.",2010,2010s,43.6538451,-79.4518081
1553,Red (2010),"Library, 789 Yonge Street, Toronto, Canada.",2010,2010s,43.6717923,-79.3868129
1554,The Rebound (2009),"Affinia Manhattan Hotel, 371 7th Avenue and West 31st Street, Manhattan.",2009,2000s,40.7495244,-73.993016
1555,The Rebound (2009),Broadway (btw West 80th and 81st Street) Manhattan.,2009,2000s,40.7844744,-73.9773671
1556,The Rebound (2009),"Aram's Workplace, Mojo Cafe, 128 Charles Street and Greenwich Street, Manhattan.",2009,2000s,40.7227909,-74.0096582
1557,The Rebound (2009),"Elixir Cafe, 523 Hudson Street and West 10th Street, Manhattan.",2009,2000s,40.7342534,-74.0029836
1558,The Rebound (2009),"Leroy Street (near James J Walker Park) and Hudson Street, Manhattan.",2009,2000s,40.7280616,-74.007204
1559,The Rebound (2009),"Sandy's Apartment, 128 Charles Street and Greenwich Street, Manhattan.",2009,2000s,40.7227909,-74.0096582
1560,The Rebound (2009),"Morandi Restaurant, 211 Waverly Place and 7th Avenue, Manhattan.",2009,2000s,40.73658,-74.0011456
1561,The Rebound (2009),"Bleecker Street and Perry Street, Manhattan.",2009,2000s,40.7353013,-74.0049664
1562,The Rebound (2009),"Staten Island Ferry, New York Harbour.",2009,2000s,40.644189,-74.0725305
1563,The Rebound (2009),"Sandy's Workplace, SNY, 6th Avenue and West 51st Street, Manhattan.",2009,2000s,40.762915,-73.985647
1564,The Rebound (2009),"Chinatown Brasserie, 380 Lafayette Street and Great Jones Street, Manhattan.",2009,2000s,40.7272842,-73.993628
1565,The Rebound (2009),10th Avenue (btw West 16th & 17th Streets) Manhattan.,2009,2000s,39.1763967,-96.5832736
1566,The Rebound (2009),"Pop Burger, 58-60 9th Avenue and West 15th Street, Manhattan.",2009,2000s,40.740444,-74.002019
1567,The Rebound (2009),"Gotham Hall, 1356 Broadway and West 36th Street, Manhattan.",2009,2000s,40.7514469,-73.987707
1568,The Rebound (2009),"Club, 5th Avenue (btw Sterling Place & St. Johns Place) Brooklyn.",2009,2000s,40.6714824,-73.9475632
1569,The Rebound (2009),"Bowling Alley, University Place (btw East 12th & 13th Streets) Manhattan.",2009,2000s,40.730644,-73.9830695
1570,The Rebound (2009),"Medical office, East End Avenue (btw East 89th & 90th Streets) Manhattan.",2009,2000s,40.7809378,-73.9510524
1571,The Rebound (2009),"Lafayette Street and East 4th Street, Manhattan.",2009,2000s,40.7278604,-73.9931345
1572,The Rebound (2009),"Newark Liberty International Airport, 10 Toler Place, Newark, New Jersey.",2009,2000s,40.735657,-74.1723667
1573,The Rebound (2009),"Brooklyn Museum, 200 Eastern Parkway and Washington Avenue, Brooklyn.",2009,2000s,40.6816152,-73.9644643
1574,The Real Blonde (1997),"Sahara's Apartment, 201 West 72nd Street and Broadway, Manhattan.",1997,1990s,40.759011,-73.9844722
1575,The Real Blonde (1997),"Sheep Meadow, Central Park (btw 66th and 69th Street) Manhattan.",1997,1990s,40.767812,-73.962014
1576,The Real Blonde (1997),"Shop, 763 8th Avenue and West 47th Street, Manhattan.",1997,1990s,40.760411,-73.9874575
1577,The Real Blonde (1997),"2nd Avenue and East 4th Street, Manhattan.",1997,1990s,40.7261987,-73.9894438
1578,The Real Blonde (1997),5th Avenue (btw East 23rd Street & 24th Street) Manhattan.,1997,1990s,40.7483004,-74.0035307
1579,The Rat Race (1960),"Times Square, Manhattan.",1960,1960s,40.759011,-73.9844722
1580,The Rat Race (1960),West 42nd Street (btw 7th and 8th Avenues) Manhattan.,1960,1960s,40.7830603,-73.9712488
1581,The Rat Race (1960),"Hotel, 240 West 43rd Street (btw 7th & 8th Avenues) Manhattan.",1960,1960s,40.7830603,-73.9712488
1582,The Rat Race (1960),Broadway (btw West 49th and 50th Streets) Manhattan.,1960,1960s,40.7627781,-73.9872089
1583,Ransom (1996),"Bethesda Terrace, (Mid-Park at 72nd Street) Central Park, Manhattan.",1996,1990s,40.7787287,-73.9819095
1584,Ransom (1996),"Mullen Apartment, 1067 5th Avenue (btw East 87th and 88th Streets) Manhattan.",1996,1990s,39.2447411,-96.7471588
1585,Ransom (1996),"1252 Madison Avenue and East 90th Street, Manhattan.",1996,1990s,40.7834265,-73.9569403
1586,Raising Helen (2004),"Helen's Workplace, 45 Mercer Street and Broome Street, Manhattan.",2004,2000s,40.7193626,-73.9942698
1587,Raising Helen (2004),"Pizza Shop, Bleecker Street and MacDougal Street, Manhattan.",2004,2000s,40.7299997,-74.0005119
1588,Raising Helen (2004),"MacDougal Street and Bleecker Street, Manhattan.",2004,2000s,40.7291715,-74.0012053
1589,Ragtime (1981),635 East 11th Street (btw Avenues B and C) Manhattan.,1981,1980s,39.1836082,-96.5716694
1590,Raging Bull (1980),"Swimming Pool, St Luke's Place, Leroy Street and Hudson Street, Manhattan.",1980,1980s,40.7280616,-74.007204
1591,Radio Days (1987),"Radio City Music Hall, 1260 Avenue of the Americas and 50th street, Manhattan.",1987,1980s,40.7558356,-73.970781
1592,Radio Days (1987),"Macy's Store, 151 West 34th Street (btw 6th and 7th Avenues) Manhattan.",1987,1980s,40.7830603,-73.9712488
1593,Radio Days (1987),"Metropolitan Life Tower, 11 Madison Avenue (btw East 24th and 25th Street) Manhattan.",1987,1980s,40.746581,-73.997552
1594,Rabbit Hole (2010),"1st Avenue and East 70th Street, Manhattan.",2010,2010s,40.7664912,-73.9569688
1595,Rabbit Hole (2010),"Sotheby's, 1334 York Avenue and East 71st Street, Manhattan.",2010,2010s,40.7681348,-73.9588894
1596,Rabbit Hole (2010),1st Avenue (btw 70th and 71st Street) Manhattan.,2010,2010s,40.7681348,-73.9588894
1597,Quiz Show (1994),"30 Rockefeller Plaza, West 50th Street, Manhattan.",1994,1990s,40.7627781,-73.9872089
1598,Quick Change (1990),"Times Square Subway, Broadway and West 43rd Street, Manhattan.",1990,1990s,40.7583563,-73.9903747
1599,Quick Change (1990),"Park Avenue and East 41st Street, Manhattan.",1990,1990s,40.7515149,-73.9782662
1600,Quick Change (1990),"Bank, 90 Park Avenue and East 40th Street, Manhattan.",1990,1990s,40.7501231,-73.9768669
1601,Q & A (1990),"Centre Street and Chambers Street, Manhattan.",1990,1990s,40.7131335,-74.0040497
1602,Q & A (1990),"Tower 67, 145 West 67th Street and Amsterdam Avenue, Manhattan.",1990,1990s,40.8134133,-73.9562303
1603,Q & A (1990),"(Near) FDR Drive and Queensboro Bridge, Manhattan.",1990,1990s,40.7573829,-73.9555423
1604,Q: The Winged Serpent (1982),"Empire State Building, 350 5th Avenue and West 34th Street, Manhattan.",1982,1980s,40.7484456,-73.9845633
1605,Q: The Winged Serpent (1982),"1 Lincoln Plaza, West 62nd Street and Broadway, Manhattan.",1982,1980s,40.7699696,-73.9805836
1606,Q: The Winged Serpent (1982),"Chrysler Building, 405 Lexington Avenue and East 42nd Street, Manhattan.",1982,1980s,40.750354,-73.9734633
1607,Q: The Winged Serpent (1982),"Columbia University, Broadway and West 116th Street, Manhattan.",1982,1980s,40.8050482,-73.956822
1608,Putzel (2012),"Columbus Circle and Broadway, Manhattan.",2012,2010s,40.7682872,-73.9822662
1609,Putzel (2012),"Shop, 130 West 72nd Street (between Amsterdam & Columbus Avenues) Manhattan.",2012,2010s,40.7830603,-73.9712488
1610,Putzel (2012),"Abbey Pub, 237 West 105th Street and Broadway, Manhattan.",2012,2010s,40.759011,-73.9844722
1611,Putney Swope (1969),"Downtown Manhattan Heliport, Pier 17, Manhattan.",1969,1960s,40.7830603,-73.9712488
1612,Purple Violets (2007),"Cleveland Place and Kenmare Street, Manhattan.",2007,2000s,40.7214665,-73.9974059
1613,Purple Violets (2007),"McNally's Bookstore, 52 Prince Street and Mulberry Street, Manhattan.",2007,2000s,40.7193269,-73.9973174
1614,Purple Violets (2007),"Square Diner, 33 Leonard Street and Varick Street, Manhattan.",2007,2000s,40.7239109,-74.0060534
1615,Purple Violets (2007),"The Atalanta, 25 North Moore Street and Varick Street, Manhattan.",2007,2000s,40.7239109,-74.0060534
1616,Purple Violets (2007),"Brian's Apartment, 142 Duane Street and West Broadway, Manhattan.",2007,2000s,40.720076,-74.0056711
1617,Purple Violets (2007),"Corner Bistro, 331 West 4th Street and Jane Street, Manhattan.",2007,2000s,40.7381366,-74.0056363
1618,Purple Violets (2007),"West 4th Street and Janes Street, Manhattan.",2007,2000s,40.7381366,-74.0039009
1619,Purple Violets (2007),"Queensboro Bridge, East 59th Street (btw Manhattan and Queens) New York.",2007,2000s,40.7282239,-73.7948516
1620,Purple Violets (2007),"Subway, Franklin Street and West Broadway, Manhattan.",2007,2000s,40.720076,-74.0056711
1621,Purple Violets (2007),"Landmarc Restaurant, 179 West Broadway and Worth Street, Manhattan.",2007,2000s,40.7159338,-74.0037712
1622,Purple Violets (2007),"Cafe, 460 Greenwich Street and Watts Street, Manhattan.",2007,2000s,40.7238337,-74.0066394
1623,Purple Violets (2007),"Watts Street and Washington Street, Manhattan.",2007,2000s,40.724166,-74.0102108
1624,Purple Violets (2007),"Madison Square Park, Madison Avenue and East 25th Street, Manhattan.",2007,2000s,40.7421402,-73.9870617
1625,Purple Violets (2007),"Prince Street and Mott Street, Manhattan.",2007,2000s,40.7230063,-73.9949261
1626,Puccini for Beginners (2006),"Subway, West 12th Street and 7th Avenue, Manhattan.",2006,2000s,40.73658,-74.0011456
1627,Puccini for Beginners (2006),"Lincoln Center, Columbus Avenue (btw West 63rd and 64th Street) Manhattan.",2006,2000s,40.7646896,-73.9643068
1628,Puccini for Beginners (2006),"The Iroquois, 49 West 44th Street (btw 5th & 6th Avenues) Manhattan.",2006,2000s,40.7830603,-73.9712488
1629,Puccini for Beginners (2006),"Sheep Meadow, Central Park (btw 66th and 69th Street) Manhattan.",2006,2000s,40.767812,-73.962014
1630,Puccini for Beginners (2006),"Conservatory Water Central Park, (from 72nd to 75th Street) Manhattan.",2006,2000s,40.7707563,-73.9569408
1631,Puccini for Beginners (2006),"Cinema Village, 22 East 12th Street and 5th Avenue, Manhattan.",2006,2000s,40.774734,-73.9653844
1632,Puccini for Beginners (2006),"Tremont Restaurant, 51 Bank Street and West 4th Street, Manhattan.",2006,2000s,40.7336421,-74.0026047
1633,Puccini for Beginners (2006),"Bleecker Street and Perry Street, Manhattan.",2006,2000s,40.7353013,-74.0049664
1634,Puccini for Beginners (2006),"Bookshop, 304 West 4th Street and Bank Street, Manhattan.",2006,2000s,40.7365564,-74.0058348
1635,Puccini for Beginners (2006),"Deli, 628 Hudson Street and Jane Street, Manhattan.",2006,2000s,40.7381366,-74.0056363
1636,Puccini for Beginners (2006),"Subway, Christopher Street and 7th Avenue, Manhattan.",2006,2000s,40.73658,-74.0011456
1637,Puccini for Beginners (2006),"Christopher Street and Gay Street, Manhattan.",2006,2000s,40.7339522,-74.0003863
1638,Puccini for Beginners (2006),"90 Bedford Street and Grove Street, Manhattan.",2006,2000s,40.7323981,-74.0053175
1639,Puccini for Beginners (2006),"564 Park Avenue and East 62nd Street, Manhattan.",2006,2000s,40.7648211,-73.9685159
1640,Puccini for Beginners (2006),"The Mall, Central Park, Manhattan.",2006,2000s,40.7723522,-73.9715901
1641,P.S. I Love You (2007),"Rutgers Street and East Broadway, Lower East Side, Manhattan.",2007,2000s,40.7140565,-73.9902176
1642,P.S. I Love You (2007),"Rutgers Street, Lower East Side, Manhattan.",2007,2000s,40.7123545,-73.9899337
1643,P.S. I Love You (2007),"Broome Street and Orchard Street, Lower East Side, Manhattan.",2007,2000s,40.7181145,-73.9902446
1644,P.S. I Love You (2007),"Holly and Gerry's Apartment, 254 Broome Street and Orchard Street, Manhattan.",2007,2000s,40.718962,-73.9898099
1645,P.S. I Love You (2007),"Teddy's Bar, Berry Street and North 8th Street, Brooklyn.",2007,2000s,40.7184061,-73.9571523
1646,P.S. I Love You (2007),"Broome Street and Greene Street, Manhattan.",2007,2000s,40.7225629,-74.0014159
1647,P.S. I Love You (2007),"Travel Agent, 289 Park Avenue (btw 22nd and 23rd Street) Manhattan.",2007,2000s,40.7452994,-73.9984832
1648,The Proposal (2009),"Church Street and Chambers Street, Manhattan.",2009,2000s,40.7149347,-74.007951
1649,The Proposal (2009),"26 Federal Plaza, Broadway and Thomas Street, Manhattan.",2009,2000s,40.7165408,-74.0066957
1650,The Proposal (2009),"Starbucks, 84 State Street and Merchants Row, Boston.",2009,2000s,42.3598724,-71.0558118
1651,The Proposal (2009),"Margaret's Office, 225 Franklin Street and Oliver Street, Boston.",2009,2000s,,
1652,The Producers (2005),"Bethesda Terrace, (Mid-Park at 72nd Street) Central Park, Manhattan.",2005,2000s,40.7787287,-73.9819095
1653,The Producers (2005),"953 - 955, 5th Avenue (btw East 76th and 77th Street) Manhattan.",2005,2000s,40.7729586,-73.9582543
1654,The Producers (2005),"The Mall, Central Park, Manhattan.",2005,2000s,40.7723522,-73.9715901
1655,The Producers (2005),"The Plaza Hotel, 750 5th Avenue and Central Park South, Manhattan.",2005,2000s,40.7828647,-73.9653551
1656,The Producers (2005),5th Avenue (btw East 50th and 51st Streets) Manhattan.,2005,2000s,40.762915,-73.985647
1657,The Producers (1968),"Lincoln Center, Columbus Avenue (btw West 63rd and 64th Street) Manhattan.",1968,1960s,40.7646896,-73.9643068
1658,The Producers (1968),"Boating Lake, Central Park, Manhattan.",1968,1960s,40.7711329,-73.9741874
1659,The Producers (1968),"Empire State Building, 350 5th Avenue, Manhattan.",1968,1960s,40.7484405,-73.9856644
1660,The Producers (1968),"Cort Theatre, 138 West 48th Street and 7th Avenue, Manhattan.",1968,1960s,40.73658,-74.0011456
1661,Prizzi's Honor (1985),"Charley's Apartment, 57 Montague Street & Pierrepont Place, Manhattan.",1985,1980s,40.6956456,-73.9973848
1662,Private Parts (1997),"Brooklyn Bridge, Lower East Side, Manhattan.",1997,1990s,40.7047531,-73.9953261
1663,Private Parts (1997),"Ben Stern's Workplace, 110 East 42nd Street and Park Avenue, Manhattan.",1997,1990s,40.7779534,-73.9589565
1664,Private Parts (1997),"Rockefeller Center, 5th Avenue (btw 49th and 50th Streets) Manhattan.",1997,1990s,40.7627781,-73.9872089
1665,Private Parts (1997),"Near Metropolitan Museum of Art, 5th Avenue and East 82nd Street, Manhattan.",1997,1990s,40.7752992,-73.9536403
1666,Private Parts (1997),"Rockefeller Center, 5th Avenue (btw 49th and 50th Streets) Manhattan.",1997,1990s,40.7627781,-73.9872089
1667,Private Parts (1997),"Bryant Park, 6th Avenue and West 41st Street, Manhattan.",1997,1990s,40.7579416,-73.9932244
1668,The Prisoner of Second Avenue (1975),"2nd Avenue and East 87th Street, Manhattan",1975,1970s,40.7785794,-73.9513229
1669,The Prisoner of Second Avenue (1975),"The Edison's Apartment, 245 East 87th Street and 2nd Avenue, Manhattan",1975,1970s,40.7643734,-73.9616091
1670,The Prisoner of Second Avenue (1975),"5th Avenue and East 68th Street, Manhattan.",1975,1970s,40.7699052,-73.9689088
1671,The Prisoner of Second Avenue (1975),"Bethesda Terrace, (Mid-Park at 72nd Street) Central Park, Manhattan.",1975,1970s,40.7787287,-73.9819095
1672,The Prisoner of Second Avenue (1975),5th Avenue (btw East 66th and 67th Street) Manhattan.,1975,1970s,40.7665612,-73.9629317
1673,The Prince of Tides (1991),"East 74th Street and 5th Avenue, Manhattan.",1991,1990s,40.7737839,-73.966075
1674,The Prince of Tides (1991),"Thompson Street and Prince Street, Manhattan.",1991,1990s,40.7261224,-74.00161
1675,The Prince of Tides (1991),"Stuyvesant Square, 2nd Avenue (btw East 15th & 17th Streets) Manhattan.",1991,1990s,39.1763967,-96.5832736
1676,The Prince of Tides (1991),"Pier 17, South Street Seaport, East River, Manhattan.",1991,1990s,40.7830603,-73.9712488
1677,The Prince of Tides (1991),"Vesuvio Bakery, 160 Prince Street and Thompson Street, Manhattan.",1991,1990s,40.7261224,-74.00161
1678,The Prince of Tides (1991),"Cafe Borgia, 161 Prince Street and Thompson Street, Manhattan.",1991,1990s,40.7261224,-74.00161
1679,The Prince of Tides (1991),Prince Street (btw Thompson Street & West Broadway) Manhattan.,1991,1990s,40.720076,-74.0056711
1680,The Prince of Tides (1991),West Broadway (btw Prince Street and Spring Street) Manhattan.,1991,1990s,41.4304236,-87.9883293
1681,The Prince of Tides (1991),"Susan's Apartment, 225 Central Park West and West 82nd Street, Manhattan.",1991,1990s,40.7851039,-73.9769031
1682,The Prince of Tides (1991),"Sheep Meadow, Central Park (btw 66th and 69th Streets) Manhattan.",1991,1990s,39.2342323,-96.6968237
1683,The Prince of Tides (1991),"Sally Wingo's Apartment, 172 Prince Street and Thompson Street, Manhattan.",1991,1990s,40.7261224,-74.00161
1684,The Prince of Tides (1991),Thompson Street (btw Prince Street and Spring Street) Manhattan.,1991,1990s,41.4304236,-87.9883293
1685,The Prince of Tides (1991),"Laundry Shop, 101 Thompson Street and Prince Street, Manhattan.",1991,1990s,40.724628,-73.9986114
1686,The Prince of Tides (1991),"The Corner Book Store, 1313 Madison Avenue and East 93rd Street, Manhattan.",1991,1990s,40.7832635,-73.950735
1687,The Prince of Tides (1991),"Grand Central Terminal, 89 East 42nd Street and Park Avenue, Manhattan.",1991,1990s,40.7779534,-73.9589565
1688,The Prince of Tides (1991),"Battery Park, Manhattan.",1991,1990s,40.7032775,-74.0170279
1689,The Prince of Tides (1991),"Susan's Office, 4 East 74th Street and 5th Avenue, Manhattan.",1991,1990s,40.774734,-73.9653844
1690,The Prince of Tides (1991),"Rainbow Room, Floor 64, 30 Rockefeller Plaza, Manhattan.",1991,1990s,40.7589632,-73.9793374
1691,Prince of the City (1981),"Courthouse, 1 Centre Street, Manhattan.",1981,1980s,40.7168285,-74.0014401
1692,Prince of the City (1981),"Alexander Hamilton Custom House, Battery Place, Manhattan.",1981,1980s,40.7049081,-74.0162189
1693,Prince of Central Park (2000),"Conservatory Water Central Park, (from 72nd to 75th Street) Manhattan.",2000,2000s,40.7707563,-73.9569408
1694,Prince of Central Park (2000),"Staten Island Ferry, New York Harbour.",2000,2000s,40.644189,-74.0725305
1695,Prince of Central Park (2000),"Wall Street and Broad Street, Manhattan.",2000,2000s,40.7071033,-74.010648
