,movie,location,year,year_group
3962,Fifty Pills (2006),"29 5th Avenue and East 10th Street, Manhattan.",2006,2000s
3963,Fifty Pills (2006),"Battery Park, Manhattan.",2006,2000s
3964,Fifty Pills (2006),"Bethany's Apartment, 25 Mercer Street (btw Canal and Grand Streets) Manhattan.",2006,2000s
3965,54 (1998),"Studio 54 Nightclub, 254 West 54th Street and 8th Avenue, Manhattan.",1998,1990s
3966,The 5th Wave (2016),"Midtown Manhattan, New York City.",2016,2010s
3967,15 Minutes (2001),"Hair Salon, East 66th Street and Madison Avenue, Manhattan.",2001,2000s
3968,15 Minutes (2001),Madison Avenue (btw East 66th Street and 63rd Street) Manhattan.,2001,2000s
3969,15 Minutes (2001),"East 62nd Street and Madison Avenue, Manhattan.",2001,2000s
3970,15 Minutes (2001),"Amaranth Restaurant, 21 East 62nd Street and Madison Avenue, Manhattan.",2001,2000s
3971,15 Minutes (2001),"Battery Park, Manhattan.",2001,2000s
3972,Fear City (1984),"Times Square, Manhattan.",1984,1980s
3973,Fatal Attraction (1987),"Restaurant, 324 East 57th Street and 2nd Avenue, Manhattan.",1987,1980s
3974,Fatal Attraction (1987),"Alex Forrest Apartment, 675 Hudson Street, Meatpacking, Manhattan.",1987,1980s
3975,Farm Girl in New York (2007),"Port Authority Bus Terminal, 625 8th Avenue and West 42nd Street, Manhattan.",2007,2000s
3976,Farm Girl in New York (2007),"Subway, Saint Nicholas Avenue and West 155th Street, Harlem.",2007,2000s
3977,Fantastic Four: Rise of the Silver Surfer (2007),"Chrysler Building, 405 Lexington Avenue and East 42nd Street, Manhattan.",2007,2000s
3978,Fantastic Four: Rise of the Silver Surfer (2007),"West 57th Street and 5th Avenue, Manhattan.",2007,2000s
3979,Fantastic Four: Rise of the Silver Surfer (2007),"Lincoln Tunnel, Lincoln Tunnel Expressway, Manhattan.",2007,2000s
3980,Fantastic Four (2005),"Brooklyn Bridge, Lower East Side, Manhattan.",2005,2000s
3981,Fantastic Four (2005),"East 22nd Street and Broadway, Manhattan.",2005,2000s
3982,Fantastic Four (2005),"Battery Park, Manhattan.",2005,2000s
3983,The Fan (1981),"Apartment (The Prasada) 50 Central Park West and West 65th street, Manhattan.",1981,1980s
3984,The Fan (1981),"Cafe Des Artistes, 1 West 67th Street and Central Park West, Manhattan.",1981,1980s
3985,The Fan (1981),"Bandshell, Central Park (from 66th to 72nd Street) Manhattan.",1981,1980s
3986,The Fan (1981),"Dance Studio, 1733 Broadway and West 55th Street, Manhattan.",1981,1980s
3987,The Fan (1981),"West Side YMCA, 5 West 63rd Street and Central Park West, Manhattan.",1981,1980s
3988,The Fan (1981),"Shubert Theatre, 225 West 44th Street (btw 7th & 8th Avenues) Manhattan.",1981,1980s
3989,The Fan (1981),"Record City, 734 Broadway and Waverly Place, Manhattan.",1981,1980s
3990,The Family Man (2000),"Lassiter Investment House, 375 Park Avenue and East 52nd Street, Manhattan.",2000,2000s
3991,The Family Man (2000),"Shop, 407 Park Avenue (btw East 54th Street and 55th Street) Manhattan.",2000,2000s
3992,The Family Man (2000),"Park Avenue and East 55th Street, Manhattan.",2000,2000s
3993,The Family Man (2000),"Kate's Apartment, 14 Washington Mews and 5th Avenue, Manhattan.",2000,2000s
3994,The Family Man (2000),"Jack's Apartment, 2000 Broadway (btw West 68th and 69th Streets) Manhattan.",2000,2000s
3995,The Family (2013),"Broadway and Marcy Avenue, Brooklyn.",2013,2010s
3996,Fame (1980),"West 46th Street (btw 6th and 7th Avenue), Manhattan.",1980,1980s
3997,Fame (1980),West 46th Street (btw 6th and 7th Avenue) Manhattan.,1980,1980s
3998,Fame (1980),"Times Square, Manhattan.",1980,1980s
3999,Fame (1980),"Central Park West and West 86th Street, Manhattan.",1980,1980s
4000,Fame (1980),"Montgomery's Apartment, 1564 Broadway and West 46th Street, Manhattan.",1980,1980s
4001,Falling Up (2009),"Henry's Workplace, 1215 5th Avenue and East 102nd Street, Manhattan.",2009,2000s
4002,Falling Up (2009),"Circle Line Pier 83, 12th Avenue and West 42nd Street, Manhattan.",2009,2000s
4003,Falling Up (2009),"Staten Island Ferry, New York Harbour.",2009,2000s
4004,Falling Up (2009),Central Park (South West Corner) Manhattan.,2009,2000s
4005,Falling in Love (1984),"5th Avenue and West 57th Street, Manhattan.",1984,1980s
4006,Falling in Love (1984),"Grand Central Terminal, 89 East 42nd Street and Park Avenue, Manhattan.",1984,1980s
4007,Falling in Love (1984),"Irving Place and East 18th Street, Manhattan.",1984,1980s
4008,Falling in Love (1984),"Rizzoli Bookstore, 712 5th Avenue and East 56th Street, Manhattan.",1984,1980s
4009,Falling in Love (1984),"Trump Tower, 725 5th Avenue and East 56th Street, Manhattan.",1984,1980s
4010,Falling in Love (1984),Bank Street (btw West 4th Street and Greenwich Avenue) Manhattan.,1984,1980s
4011,Falling in Love (1984),"Frank's Apartment, 31 Bank Street and West 4th Street, Manhattan.",1984,1980s
4012,Falling in Love (1984),"Manhattan Place, East 36th Street and 1st Avenue, Manhattan.",1984,1980s
4013,Fall (1997),"Sarah's Apartment, 972 5th Avenue and East 75th Street, Manhattan.",1997,1990s
4014,Fall (1997),"Metro Diner, 2641 Broadway and West 100th Street, Manhattan.",1997,1990s
4015,Fading Gigolo (2013),"Book Shop, 2246 Broadway (btw West 80th and 81st Streets) Manhattan.",2013,2010s
4016,Fading Gigolo (2013),"Avigal Brownstone, 48 Clifton Place and Grand Avenue, Brooklyn.",2013,2010s
4017,Fading Gigolo (2013),"Grand Avenue and Clifton Place, Brooklyn.",2013,2010s
4018,Fading Gigolo (2013),"Dr. Parker's Apartment, 206 West Street and Warren Street, Manhattan.",2013,2010s
4019,Fading Gigolo (2013),Grove Street (btw West 4th Street and Waverly Place) Manhattan.,2013,2010s
4020,Fading Gigolo (2013),"The Carlyle Hotel, 35 East 76th Street and Madison Avenue, Manhattan.",2013,2010s
4021,Fading Gigolo (2013),"The Carlyle Restaurant, 35 East 76th Street and Madison Avenue, Manhattan.",2013,2010s
4022,Fading Gigolo (2013),"Candy Shop, 1226 Lexington Avenue and East 83rd Street, Manhattan.",2013,2010s
4023,Fading Gigolo (2013),"East 83rd Street and Lexington Avenue, Manhattan.",2013,2010s
4024,Fading Gigolo (2013),Grand Avenue (btw Clifton Place and Greene Avenue) Brooklyn.,2013,2010s
4025,Fading Gigolo (2013),"East 80th Street and Lexington Avenue, Manhattan.",2013,2010s
4026,Fading Gigolo (2013),"Fioravante's Apartment, 168 East 80th Street and Lexington Avenue, Manhattan.",2013,2010s
4027,Fading Gigolo (2013),"Laundry Shop, 172 Waverly Place and Stonewall Place, Manhattan.",2013,2010s
4028,Fading Gigolo (2013),"Selima's Apartment, 129-131 Green Street and Prince Street, Manhattan.",2013,2010s
4029,Factory Girl (2006),"Metropolitan Museum of Art, 1000 5th Avenue and East 82nd Street, Manhattan.",2006,2000s
4030,Factory Girl (2006),"Near Cherry Hill, Central Park, Manhattan.",2006,2000s
4031,Factory Girl (2006),"Conservatory Water Central Park, (from 72nd to 75th Street) Manhattan.",2006,2000s
4032,A Face in the Crowd (1957),"240 Central Park South and Columbus Circle, Manhattan.",1957,1950s
4033,Eyewitness (1981),"Daryll's Workplace, Madison Avenue (btw East 24th and 25th Street) Manhattan.",1981,1980s
4034,Eyewitness (1981),"Sheep Meadow, Central Park (btw 66th and 69th Street) Manhattan.",1981,1980s
4035,Eyewitness (1981),"Cherry Hill, Central Park, Manhattan.",1981,1980s
4036,Eyewitness (1981),"Grove Street and Waverly Place, Manhattan.",1981,1980s
4037,Eyewitness (1981),Grove Street (btw Waverly Place and West 4th Street) Manhattan.,1981,1980s
4038,Eyewitness (1981),Tiemann Place (btw Broadway and Claremont Avenue) Harlem.,1981,1980s
4039,Eyes of Laura Mars (1978),"Columbus Circle and Central Park West, Manhattan.",1978,1970s
4040,Eyes of Laura Mars (1978),"Greene Street and Canal Street, Manhattan.",1978,1970s
4041,Extreme Measures (1996),"Guy's Apartment, 255 West 10th Street and Hudson Street, Manhattan.",1996,1990s
4042,Extreme Measures (1996),"Jimmy's Kitchen, 281 5th Avenue and East 30th Street, Manhattan.",1996,1990s
4043,Extreme Measures (1996),"Grand Central Terminal, 89 East 42nd Street and Park Avenue, Manhattan.",1996,1990s
4044,Extreme Measures (1996),"Bellevue Hospital Center, 1st Avenue and East 26th Street, Manhattan.",1996,1990s
4045,Extremely Loud & Incredibly Close (2011),"Barney Greengrass, 541 Amsterdam Avenue and West 86th Street, Manhattan.",2011,2010s
4046,Extremely Loud & Incredibly Close (2011),"Thomas Schell's Store, 2586 Broadway (btw West 97th & 98th Streets) Manhattan.",2011,2010s
4047,Extremely Loud & Incredibly Close (2011),"The Schell's Apartment, 215 West 98th Street and Broadway, Manhattan.",2011,2010s
4048,Extremely Loud & Incredibly Close (2011),Central Park (South-End Corner) Manhattan.,2011,2010s
4049,Extremely Loud & Incredibly Close (2011),"Manhattan Bridge, East River, Lower Manhattan.",2011,2010s
4050,Extremely Loud & Incredibly Close (2011),"Boating Lake, Central Park, Manhattan.",2011,2010s
4051,The Extra Man (2010),"Cinema Village, 22 East 12th Street and 5th Avenue, Manhattan.",2010,2010s
4052,The Extra Man (2010),"Mary's Workplace, 37 West 20th Street and 6th Avenue, Manhattan.",2010,2010s
4053,The Extra Man (2010),"The Russian Tea Room, 150 West 57th Street and 7th Avenue, Manhattan.",2010,2010s
4054,The Exterminator (1980),"Old Homestead Steak House, 56 9th Avenue and West 15th Street, Manhattan.",1980,1980s
4055,The Exterminator (1980),"Times Square, Manhattan.",1980,1980s
4056,The Exterminator (1980),"Battery Park, Manhattan.",1980,1980s
4057,The Exterminator (1980),"Statue of Liberty, Liberty Island, New York Harbor.",1980,1980s
4058,Exorcist II: The Heretic (1977),"Coler-Goldwater Memorial Hospital, 1 Main Street, Roosevelt Island, New York.",1977,1970s
4059,Exorcist II: The Heretic (1977),"Apartment, West 51st Street (btw 5th and 6th Avenues) Manhattan.",1977,1970s
4060,The Exorcist (1973),"Coler-Goldwater Memorial Hospital, 1 Main Street, Roosevelt Island, New York.",1973,1970s
4061,Exposed (2016),"Club Miami, 26 Bruckner Blvd (btw Alexander and Lincoln Avenues) Bronx.",2016,2010s
4062,Exposed (2016),"Subway, Broadway and Fairview Avenue, Washington Heights.",2016,2010s
4063,Exposed (2016),"St Nicholas Avenue and West 189th Street, Washington Heights.",2016,2010s
4064,Exposed (2016),"Mayra Alante Alante, 4093 Broadway and West 173rd Street, Washington Heights.",2016,2010s
4065,Exposed (2016),"West 173td Street and Fort Washington Avenue, Washington Heights.",2016,2010s
4066,Exposed (2016),"West 173rd Street and Wadsworth Avenue, Washington Heights.",2016,2010s
4067,Exposed (2016),Wadsworth Avenue (btw West 174th & 175th Streets) Washington Heights.,2016,2010s
4068,Exposed (2016),"West 172nd Street and St Nicholas Avenue, Washington Heights.",2016,2010s
4069,Exposed (2016),"Audubon Avenue and West 174th Street, Washington Heights.",2016,2010s
4070,Exposed (1983),"Bow Bridge (Mid-Park at 74th Street) Central Park, Manhattan.",1983,1980s
4071,Exposed (1983),"(Near) World Trade Center Towers, Financial District, Manhattan.",1983,1980s
4072,Ex-Girlfriends (2012),"Leroy Street (near James J Walker Park) and Hudson Street, Manhattan.",2012,2010s
4073,Ex-Girlfriends (2012),"Orient-Express Cocktail Bar, 325 West 11th Street & Greenwich Street, Manhattan.",2012,2010s
4074,Ex-Girlfriends (2012),"Minetta Street and Bleecker Street, Manhattan.",2012,2010s
4075,Ex-Girlfriends (2012),"Father Demo Square, Bleecker Street and Carmine Street, Manhattan.",2012,2010s
4076,Ex-Girlfriends (2012),"9th Avenue and Little West 12th Street, Manhattan.",2012,2010s
4077,Ex-Girlfriends (2012),"High Line Park, 519 West 23rd Street, Meatpacking District, Manhattan.",2012,2010s
4078,Ex-Girlfriends (2012),"Turks & Frogs, 325 West 11th Street & Greenwich Street, Manhattan.",2012,2010s
4079,Ex-Girlfriends (2012),"Grand Central Terminal, 89 East 42nd Street and Park Avenue, Manhattan.",2012,2010s
4080,Ex-Girlfriends (2012),"Columbia University, Broadway and West 116th Street, Manhattan.",2012,2010s
4081,The Ex (2006),"East 40th Street and Park Avenue, Manhattan.",2006,2000s
4082,Everyone Says I Love You (1996),"Near the Met Museum, 1000 5th Avenue and East 82nd Street, Manhattan.",1996,1990s
4083,Everyone Says I Love You (1996),"Madison Avenue and East 71st Street, Manhattan.",1996,1990s
4084,Everyone Says I Love You (1996),"Madison Avenue and East 93rd Street, Manhattan.",1996,1990s
4085,Everyone Says I Love You (1996),"Metropolitan Museum of Art, 1000 5th Avenue and East 82nd Street, Manhattan.",1996,1990s
4086,Everyone Says I Love You (1996),"Jewellery Store, 718 5th Avenue and West 56th Street, Manhattan.",1996,1990s
4087,Everyone Says I Love You (1996),"Funeral Chapel, 1076 Madison Avenue and East 81st Street, Manhattan.",1996,1990s
4088,Everyone Says I Love You (1996),"EAT Restaurant, 1064 Madison Avenue and East 81st Street, Manhattan.",1996,1990s
4089,Everybody's Fine (2009),"David's Apartment, 328 East 4th Street (btw Avenues C and D) Manhattan.",2009,2000s
4090,Everybody's Fine (2009),"Art Gallery, 334 East 4th Street (btw Avenues C and D) Manhattan.",2009,2000s
4091,Evening (2007),"85th Street and West End Avenue, Manhattan.",2007,2000s
4092,Eternal Sunshine of the Spotless Mind (2004),"Orchard Street and Rivington Street, Manhattan.",2004,2000s
4093,Eternal Sunshine of the Spotless Mind (2004),"Grand Central Terminal, 89 East 42nd Street and Park Avenue, Manhattan.",2004,2000s
4094,Escape from New York (1981),East River (near Brooklyn Bridge).,1981,1980s
4095,Escape from New York (1981),"Statue of Liberty, Liberty Island, New York Harbor.",1981,1980s
4096,Eraser (1996),"Doyers Street, Chinatown, Manhattan.",1996,1990s
4097,Entrapment (1999),"101 Park Avenue and East 40th Street, Manhattan.",1999,1990s
4098,An Englishman in New York (2009),"MacDougal Street and Minetta Lane, Manhattan.",2009,2000s
4099,An Englishman in New York (2009),"Minetta Street and 6th Avenue, Manhattan.",2009,2000s
4100,An Englishman in New York (2009),"East Village Cinema, 181 2nd Avenue and East 12th Street, Manhattan.",2009,2000s
4101,An Englishman in New York (2009),"Cheyenne Diner, 411 9th Avenue and West 33rd Street, Manhattan.",2009,2000s
4102,An Englishman in New York (2009),"Patrick Angus' Loft, Desbrosses Street and Washington Street, Manhattan.",2009,2000s
4103,An Englishman in New York (2009),"Gay Street and Waverly Place, Manhattan.",2009,2000s
4104,An Englishman in New York (2009),"Joe the Art of Coffee, 141 Waverly Place and Gay Street, Manhattan.",2009,2000s
4105,End of Days (1999),"72nd Street Subway Station, 72nd and Broadway, Manhattan.",1999,1990s
4106,End of Days (1999),"Rockefeller Center, 5th Avenue (btw 49th and 50th Streets) Manhattan.",1999,1990s
4107,End of Days (1999),"Park Avenue, Manhattan.",1999,1990s
4108,End of Days (1999),"Times Square, Manhattan.",1999,1990s
4109,Endless Love (1981),"Rockefeller Center, 5th Avenue (btw 49th and 50th Streets) Manhattan.",1981,1980s
4110,Enchanted (2007),"Times Square, Manhattan.",2007,2000s
4111,Enchanted (2007),"Time Warner Center, 10 Columbus Circle and Broadway, Manhattan.",2007,2000s
4112,Enchanted (2007),"Elie Tahari Store, 417 West Broadway and Prince Street, Manhattan.",2007,2000s
4113,Enchanted (2007),"Katz's Delicatessen, 205 East Houston Street and Ludlow Street, Manhattan.",2007,2000s
4114,Enchanted (2007),"Merchant's Gate Fountain, Columbus Circle and Central Park West, Manhattan.",2007,2000s
4115,Enchanted (2007),"Gapstow Bridge, Central Park, Manhattan.",2007,2000s
4116,Enchanted (2007),"Dairy (Mid Park at 65th Street) Central Park, Manhattan.",2007,2000s
4117,Enchanted (2007),"Boating Lake (near Loeb Boathouse) Central Park, Manhattan.",2007,2000s
4118,Enchanted (2007),"The Mall, Central Park, Manhattan.",2007,2000s
4119,Enchanted (2007),"Reservoir Bridge, (West 94th Street) Central Park, Manhattan.",2007,2000s
4120,Enchanted (2007),"Sheep Meadow, Central Park (btw 66th and 69th Street) Manhattan.",2007,2000s
4121,Enchanted (2007),"Bow Bridge (Mid-Park at 74th Street) Central Park, Manhattan.",2007,2000s
4122,Enchanted (2007),"Bethesda Terrace, (Mid-Park at 72nd Street) Central Park, Manhattan.",2007,2000s
4123,Enchanted (2007),"Brooklyn Bridge, Lower East Side, Manhattan.",2007,2000s
4124,Enchanted (2007),"Robert's Apartment, 440 Riverside Drive and West 116th Street, Manhattan.",2007,2000s
4125,Empire State (2013),"Shop, 52-13 Roosevelt Avenue and 53rd Street, Elmhurst, Queens.",2013,2010s
4126,Empire State (2013),"Roosevelt Avenue (btw 52nd and 53rd Streets) Elmhurst, Queens.",2013,2010s
4127,Empire State (2013),"53rd Street and Roosevelt Avenue, Elmhurst, Queens.",2013,2010s
4128,Empire (2002),"Washington Square Gardens, Greenwich Village, Manhattan.",2002,2000s
4129,Empire (2002),Greene Street (btw Prince Street and Spring Street) Manhattan.,2002,2000s
4130,Empire (2002),"Betsey Johnson Store, 138 Wooster Street and Prince Street, Manhattan.",2002,2000s
4131,Empire (2002),"Queensboro Bridge, East 59th Street (btw Manhattan and Queens).",2002,2000s
4132,Emanuelle in America (1977),Roosevelt Island Tramway (connects Roosevelt Island to Manhattan).,1977,1970s
4133,Emanuelle in America (1977),"Rockefeller Center, 5th Avenue (btw 49th & 50th Streets) Manhattan.",1977,1970s
4134,Emanuelle in America (1977),5th Avenue (btw East 52nd & 53rd Streets) Manhattan.,1977,1970s
4135,Emanuelle in America (1977),"West 57th Street and 7th Avenue, Manhattan.",1977,1970s
4136,Emanuelle in America (1977),"8th Avenue and West 31st Street, Manhattan.",1977,1970s
4137,Emanuelle in America (1977),"Broadway and West 49th Street, Manhattan.",1977,1970s
4138,Emanuelle in America (1977),"370 Park Avenue and East 53rd Street, Manhattan.",1977,1970s
4139,Emanuelle and the Last Cannibals (1977),"Natural History Museum, Central Park West and 79th Street, Manhattan.",1977,1970s
4140,Emanuelle and the Last Cannibals (1977),"6th Avenue and West 52nd Street, Manhattan.",1977,1970s
4141,Emanuelle and the Last Cannibals (1977),"Park Avenue and East 60th Street, Manhattan.",1977,1970s
4142,Emanuelle and the Last Cannibals (1977),"Rockefeller Center, 5th Avenue (btw 49th & 50th Streets) Manhattan.",1977,1970s
4143,Emanuelle and the Last Cannibals (1977),Roosevelt Island Tramway.,1977,1970s
4144,Emanuelle and the Last Cannibals (1977),Broadway (btw West 53rd and 54th Street) Manhattan.,1977,1970s
4145,Emanuelle and the Last Cannibals (1977),"Cadman Plaza West and Water Street, Brooklyn.",1977,1970s
4146,Emanuelle and the Last Cannibals (1977),"Plymouth Street and Washington Street, Brooklyn.",1977,1970s
4147,Emanuelle and the Last Cannibals (1977),150 West 59th Street (btw 6th & 7th Avenues) Manhattan.,1977,1970s
4148,Emanuelle and the Last Cannibals (1977),"TWA Terminal, JFK International Airport, Jamaica, Queens.",1977,1970s
4149,Elf (2003),"Empire State Building, 350 5th Avenue and West 34th Street, Manhattan.",2003,2000s
4150,Elf (2003),"295, 5th Avenue and East 30th Street, Manhattan.",2003,2000s
4151,Elf (2003),"Park Avenue and East 38th Street, Manhattan.",2003,2000s
4152,Elf (2003),"West 46th Street and 7th Avenue, Manhattan.",2003,2000s
4153,Elf (2003),5th Avenue (btw East 22nd and 23rd Streets) Manhattan.,2003,2000s
4154,Elf (2003),"5th Avenue and East 23rd Street, Manhattan.",2003,2000s
4155,Elf (2003),"Subway, East 23rd Street and Broadway, Manhattan.",2003,2000s
4156,Elf (2003),"10 West 33rd Street and 5th Avenue, Manhattan.",2003,2000s
4157,Elf (2003),"Walter Hobbs Apartment, 55 Central Park West, Upper West Side, Manhattan.",2003,2000s
4158,Elf (2003),"41 West 68th Street and Central Park West, Manhattan.",2003,2000s
4159,Elf (2003),"School, 40 West 68th Street and Central Park West, Manhattan.",2003,2000s
4160,Elf (2003),"Rockefeller Center, 5th Avenue (btw 49th and 50th Streets) Manhattan.",2003,2000s
4161,Elf (2003),"Queensboro Bridge, East 59th Street (btw Manhattan and Queens).",2003,2000s
4162,Elf (2003),"Bethesda Terrace, (Mid-Park at 72nd Street) Central Park, Manhattan.",2003,2000s
4163,The Elephant King (2006),"Vernon Boulevard and Queens Plaza South, Queens.",2006,2000s
4164,The Elephant King (2006),"Washington Square Gardens, Greenwich Village, Manhattan.",2006,2000s
4165,Elegy (2008),"Cafe, 12 Powell Street, Vancouver, British Columbia, Canada.",2008,2000s
4166,Elegy (2008),"Orpheum Theatre, 884 Granville Street, Vancouver, British Columbia, Canada.",2008,2000s
4167,Election (1999),"Museum of Natural History, Central Park West and 79th Street, Manhattan.",1999,1990s
4168,Election (1999),"Battery Park, Manhattan.",1999,1990s
4169,El cantante (2006),"8th Avenue and West 33rd Street, Manhattan.",2006,2000s
4170,El cantante (2006),Central Park (South East Corner) Manhattan.,2006,2000s
4171,El cantante (2006),5th Avenue (btw East 56th and 57th Streets) Manhattan.,2006,2000s
4172,El cantante (2006),"Coler-Goldwater Memorial Hospital, 1 Main Street, Roosevelt Island, New York.",2006,2000s
4173,84 Charing Cross Road (1987),"The Corner Book Store, 1313 Madison Avenue and East 93rd Street, Manhattan.",1987,1980s
4174,84 Charing Cross Road (1987),East 94th Street (btw 5th Avenue and Madison Avenue) Manhattan.,1987,1980s
4175,84 Charing Cross Road (1987),"Helene's Apartment, 14 East 94th Street and 5th Avenue, Manhattan.",1987,1980s
4176,84 Charing Cross Road (1987),"East 91st Street and 5th Avenue, Manhattan.",1987,1980s
4177,The Eddy Duchin Story (1956),"Grand Army Plaza and Central Park South, Manhattan.",1956,1950s
4178,The Eddy Duchin Story (1956),Central Park (South East Corner) Manhattan.,1956,1950s
4179,The Eddy Duchin Story (1956),"Sheep Meadow, Central Park (btw 66th and 69th Street) Manhattan.",1956,1950s
4180,The Eddy Duchin Story (1956),Tavern on the Green (btw West 66th and 67th Street) Manhattan.,1956,1950s
4181,The Eddy Duchin Story (1956),"Park Avenue and East 55th Street, Manhattan.",1956,1950s
4182,The Eddy Duchin Story (1956),"5th Avenue and East 91st Street, Manhattan.",1956,1950s
4183,The Eddy Duchin Story (1956),"Boating Lake, Central Park, Manhattan.",1956,1950s
4184,The Eddy Duchin Story (1956),"Bethesda Terrace, (Mid-Park at 72nd Street) Central Park, Manhattan.",1956,1950s
4185,The Eddy Duchin Story (1956),"The Mall, Central Park, Manhattan.",1956,1950s
4186,The Eddy Duchin Story (1956),"Bandshell, Central Park (from 66th to 72nd Street) Manhattan.",1956,1950s
4187,The Eddy Duchin Story (1956),"Central Park Zoo, Central Park, Manhattan.",1956,1950s
4188,The Eddy Duchin Story (1956),"Waldorf-Astoria Hotel, 301 Park Avenue (btw East 49th & 50th Street) Manhattan.",1956,1950s
4189,The Eddy Duchin Story (1956),"Carnegie Hill Mansion, 2 East 91st Street and 5th Avenue, Manhattan.",1956,1950s
4190,The Eddy Duchin Story (1956),"East 71st Street and FDR Drive, Manhattan.",1956,1950s
4191,The Eddy Duchin Story (1956),East River Pedestrian Walkway (Near FDR Drive and East 71st Street) Manhattan.,1956,1950s
4192,Eavesdrop (2008),"Sala One Nine, 35 West 19th Street (btw 5th & 6th Avenues) Manhattan.",2008,2000s
4193,Eat Pray Love (2010),"Book Shop, 163 Court Street (btw Pacific Street and Dean Street) Brooklyn.",2010,2010s
4194,Eat Pray Love (2010),"Robin Des Bois Cafe, 195 Smith Street and Warren Street, Brooklyn.",2010,2010s
4195,Eat Pray Love (2010),"Tompkins Square Park, East 7th Street and Avenue A, Manhattan.",2010,2010s
4196,Eat Pray Love (2010),"Laundrette, 137 Smith Street and Dean Street, Brooklyn.",2010,2010s
4197,Eat Pray Love (2010),Walker Street (btw Church Street and Broadway) Manhattan.,2010,2010s
4198,Eat Pray Love (2010),"Apartment, 244 East 5th Street and 2nd Avenue, Manhattan.",2010,2010s
4199,Eat Pray Love (2010),"Manhattan Bridge, East River, Lower Manhattan.",2010,2010s
4200,Easter Parade (1948),5th Avenue (btw East 50th and 51st Streets) Manhattan.,1948,1940s
4201,Duplicity (2009),"Grand Central Terminal, 89 East 42nd Street and Park Avenue, Manhattan.",2009,2000s
4202,Duplicity (2009),"Station Exit, Vanderbilt Avenue and East 43rd Street, Manhattan.",2009,2000s
4203,Duplicity (2009),"Lord & Taylor Store, 424 5th Avenue, Manhattan.",2009,2000s
4204,Duplicity (2009),"Lord & Taylor Store Side Exit, West 38th Street and 5th Avenue, Manhattan.",2009,2000s
4205,Duplicity (2009),"Central Park West and Columbus Circle, Manhattan.",2009,2000s
4206,Duplex (2003),"The Rose Apartment, 240 Berkeley Place and 8th Avenue, Brooklyn.",2003,2000s
4207,Duplex (2003),"Queensbridge Park, Queens.",2003,2000s
4208,The Drop (2014),"Huron Street and West Street, Brooklyn.",2014,2010s
4209,The Drop (2014),1572 Coleman Street (btw Avenue P and Flatlands Avenue) Brooklyn.,2014,2010s
4210,Dressed to Kill (1980),"Dr R Elliott's Clinic, 162 East 70th Street and 3rd Avenue, Manhattan.",1980,1980s
4211,The Dream Team (1989),"Park Avenue and East 61st Street, Manhattan.",1989,1980s
4212,The Dream Team (1989),"Riley's Apartment, 151 Central Park West and West 75th Street, Manhattan.",1989,1980s
4213,The Dream Team (1989),"New York County Supreme Court, 60 Centre Street, Financial, Manhattan.",1989,1980s
4214,Down to You (2000),"Pond (Near Gapstow Bridge) Central Park, Manhattan.",2000,2000s
4215,Down to You (2000),"10th Avenue and Prospect Avenue, Brooklyn.",2000,2000s
4216,Down to You (2000),"Merchant's Gate Fountain, Columbus Circle and Central Park West, Manhattan.",2000,2000s
4217,Down to You (2000),"462 Broadway and Grand Street, Manhattan.",2000,2000s
4218,Down to You (2000),"The Plaza Hotel, 750 5th Avenue and Central Park South, Manhattan.",2000,2000s
4219,Downtown 81 (1981),5th Avenue (btw East 88th and 89th Streets) Manhattan.,1981,1980s
4220,Downtown 81 (1981),"Metropolitan Museum of Art, 1000 5th Avenue and East 82nd Street, Manhattan.",1981,1980s
4221,Downtown 81 (1981),"Empire State Building, 350 5th Avenue and West 34th Street, Manhattan.",1981,1980s
4222,Downtown 81 (1981),"East 8th Street and Lafayette Street, Manhattan.",1981,1980s
4223,Down to Earth (2001),1136 5th Avenue (btw East 94th and 95th Street) Manhattan.,2001,2000s
4224,Down to Earth (2001),"The Apollo, 253 West 125th Street (Harlem) Manhattan.",2001,2000s
4225,Down to Earth (2001),"East 95th Street and 5th Avenue, Manhattan.",2001,2000s
4226,Down to Earth (2001),Central Park West (near Museum of Natural History) Manhattan.,2001,2000s
4227,Down to Earth (2001),"Coler-Goldwater Memorial Hospital, 1 Main Street, Roosevelt Island, New York.",2001,2000s
4228,Down to Earth (2001),"Gray's Papaya, 2090 Broadway (btw Amsterdam Avenue and 72nd Street) Manhattan.",2001,2000s
4229,Down to Earth (2001),Central Park (near Central Park West) Manhattan.,2001,2000s
4230,Do the Right Thing (1989),"Lexington Avenue and Stuyvesant Avenue, Bedford-Stuyvesant, Brooklyn.",1989,1980s
4231,Do the Right Thing (1989),"Sal's Famous Pizzeria, Lexington Avenue and Stuyvesant Avenue, Brooklyn.",1989,1980s
4232,Doppelganger (1993),"5th Avenue and West 59th Street, Manhattan.",1993,1990s
4233,Doppelganger (1993),"The Plaza Hotel, 750 5th Avenue and Central Park South, Manhattan.",1993,1990s
4234,Doppelganger (1993),"1001 5th Avenue and East 82nd Street, Manhattan.",1993,1990s
4235,The Doors (1991),"Ed Sullivan Theatre, 1697 Broadway (btw West 53rd and 54th Street) Manhattan.",1991,1990s
4236,Don't Say a Word (2001),"Conrad's Apartment, 2109 Broadway and West 73rd Street, Manhattan.",2001,2000s
